id,text,label,timestamp,date,preprocessed_text,mention,negative,positive,neutral,compound
1723445803325292544,"Que gane Massa y al otro día feriado y hacer una gran fiesta popular y respirar profundo y sentir alivio por vos y toda la gente que querés y la que no conocés también, por favor diosito yo te pido 🙏",1,2023-11-11 21:01:00+00:00,2023-11-11,gane massa al otro dia feriado hacer gran fiesta popular respirar profundo sentir alivio toda gente queres no conoces tambien favor diosito te pido,Massa,79.0,503.0,418.0,9.694
1722485199173456128,"@MarceloLlambia2 @nataliavolosin estás hablando de vos misma, y de las otras discípulas de la ladrona y corrupta más grande de la historia argentina, claro. diana conti, mayra mendoza, juliana di tulio, gabriela ceruti. sergio massa es peligrosísimo, 100 veces peor que nestor y cristina.",-1,2023-11-09 23:52:23+00:00,2023-11-09,marcelollambia nataliavolosin hablando misma otras discipulas ladrona corrupta grande historia argentina claro diana conti mayra mendoza juliana di tulio gabriela ceruti sergio massa es peligrosisimo veces peor nestor cristina,Massa,246.0,99.0,654.0,-7.233
1722750738462310912,@JMilei @SergioMassa estas re cogido Milei,-1,2023-11-09 23:55:26+00:00,2023-11-09,jmilei sergiomassa re cogido milei,Both,0.0,0.0,1.0,0.0
1716420104378867968,"A los q me escriben q me vaya, q ahora q ganó Massa vaya arrancando para Ezeiza les cuento:
Yo ya me fui
El país es todo de ustedes
Aman la corrupción 
Aman la inflación 
Aman la inseguridad 
Aman la pobreza
Traten de q no los maten x un celular o un par de zapatillas 
Disfruten!

#Elecciones #Elecciones2023",-1,2023-10-23 00:00:00+00:00,2023-10-23,q me escriben q me vaya q ahora q gano massa vaya arrancando ezeiza cuento me fui pais es todo aman corrupcion aman inflacion aman inseguridad aman pobreza traten q no maten x celular par zapatillas disfruten elecciones elecciones,Massa,102.0,383.0,515.0,9.727
1724548828265640192,"Y después los agresivos son los votantes de milei? Mira vos che, no compartís la opinión de los K y saltan muy asi y peor. Cada vez más en claro tengo que me encuentro del lado correcto.",-1,2023-11-14 22:04:00+00:00,2023-11-14,despues agresivos son votantes milei mira che no compartis opinion k saltan muy asi peor cada vez claro tengo me encuentro del lado correcto,Milei,271.0,143.0,587.0,-5.556
1725705165892677888,"Si entiendo bien, votar y militar a Milei, que reivindica la dictadura, promete “aplastar a los zurdos de mierda” y “ponerle la tapa al ataúd del kirchnerismo”, es menos grave que corear contra él en el Colón.",-1,2023-11-18 02:39:00+00:00,2023-11-18,si entiendo votar militar milei reivindica dictadura promete aplastar zurdos mierda ponerle tapa al ataud del kirchnerismo es grave corear colon,Milei,196.0,79.0,725.0,-4.404
1717788712623395328,"Mientras nos peleamos o reconciliamos entre JxC y LLA, el PJ se robó otra elección y todos mirarán para otro lado. Massa subió 10 pts rompiendo toda la economía, las denuncias de fraude fueron evidentes.
El PJ, mientras vos te peleéas, engendra 10 cachorritos en tu propia cama",-1,2023-10-28 00:00:00+00:00,2023-10-28,nos peleamos reconciliamos jxc lla pj se robo otra eleccion todos miraran otro lado massa subio pts rompiendo toda economia denuncias fraude fueron evidentes pj te peleas engendra cachorritos propia cama,Massa,0.32,0.0,0.68,-9.274
1717607360875962368,"No les parece q la reaccion de Morales, Lousteau, Carrio ante el apyo de Pato a Milei es desmedida??
Siento q les patearon el hormiguero, o sea, siento q Pato les corto alguna rosca...uds?",0,2023-10-26 00:00:00+00:00,2023-10-26,no parece q reaccion moralos lousteau carrio apyo pato milei es desmedida siento q patearon hormiguero sea siento q pato corto rosca uds,Milei,0.0,0.0,1.0,0.0
1718607265739968512,"Macri se juntó con Milei y se lo contó al mundo. En cambio Larreta, Morales, Yacobitti y otros inversores juegan al truco con cuanto operador político-comercial circula por ahí y no se lo cuentan a nadie. Tienen tantas convicciones como ganas de cambiar el auto.",0,2023-10-30 00:00:00+00:00,2023-10-30,macri se junto milei se lo conto al mundo cambio larreta moralos yacobitti otros inversores juegan al truco cuanto operador politico comercial circula ahi no se lo cuentan nadie tienen tantas convicciones ganas cambiar auto,Milei,79.0,86.0,835.0,772.0
1718212330725442048,"Hoy falta NAFTA ⛽. Acuérdense que en el fin de semana largo del balotaje, habrá de sobra y hasta el mismo Massa estará de playero en una estación de servicio, alentando a que los porteños viajen y no voten.
Hasta te va a regalar una pelota ⚽ y una sombrilla ⛱️.",1,2023-10-29 00:00:00+00:00,2023-10-29,hoy falta nafta acuerdense fin semana largo del balotaje habra sobra mismo massa estara playero estacion servicio alentando porteños viajen no voten te va regalar pelota sombrilla,Massa,54.0,84.0,862.0,296.0
1721515783409238272,"“¿QUE MARCHA?”, DICE MASSA CUANDO UNA MUJER LE PREGUNTA POR EL #5NTodosALasCalles",0,2023-11-06 13:12:00+00:00,2023-11-06,marcha dice massa cuando mujer le pregunta ntodosalascallos,Massa,0.0,0.0,1.0,0.0
1725240860340527616,"El tipo se fundió varias veces en diferentes rubros en los últimos años, pero lo peligroso es votar a Milei… el Cronista kirchnerista de Crónica dándole la razón. Obviamente vota a Massa. Cambien los actores por favor, nadie con dos dedos de frente les cree. 🤣🤣✌️✌️",-1,2023-11-16 19:54:00+00:00,2023-11-16,tipo se fundio varias veces diferentes rubros ultimos años lo peligroso es votar milei cronista kirchnerista cronica dandole razon obviamente vota massa cambien actores favor nadie dos dedos frente cre,Both,129.0,115.0,756.0,-1.531
1725697453356130560,"Javier Milei será este domingo el próximo Presidente de Argentina. 

¡Dale ❤️ y 🔄 si estás de acuerdo",1,2023-11-18 02:08:00+00:00,2023-11-18,javier milei sera domingo proximo presidente argentina dale si acuerdo,Milei,0.0,321.0,679.0,6.369
1720989235765747712,"GENTE ENFERMA! 
Primero mandaron a escupir imágenes, ahora ésto? 

VIVA LA LIBERTAD CARAJO!

MASSA #NoVasASerPresidente

#MileiPresidente",-1,2023-11-05 02:19:00+00:00,2023-11-05,gente enferma primero mandaron escupir imagenes ahora esto viva libertad carajo massa no vas aser presidente milei presidente,Both,199.0,139.0,662.0,-2.023
1720440976957677824,"ASCO.

La Iglesia apoya a Massa, con 54% de pobreza e inflacion imparable si ??? Me da asco y verguenza que representen la iglesia catolica ! No saben que los niños y abuelos no comen? Que la plata se hace agua por la hiperinflacion? 
Dan asco, semejantes lacras con sotana.",-1,2023-11-03 14:01:00+00:00,2023-11-03,asco iglosia apoya massa pobreza e inflacion imparable si me da asco verguenza representen iglosia catolica no saben niños abuelos no comen plata se hace agua hiperinflacion dan asco semejantes lacras sotana,Massa,0.4,55.0,546.0,-9.413
1720556237710917888,"Para cortar un poco la pelea con los libervirgos!!! 
Quien dijo que este culito no lo trabajo para cagar en el balde!!!🤣🤣🤓💪🏻🤌🏻
#Massa #UnionPorLaPatria ❤️✌🏻",-1,2023-11-03 21:39:00+00:00,2023-11-03,cortar poco pelea libervirgos quien dijo culito no lo trabajo cagar balde massa union patria,Massa,362.0,134.0,504.0,-6.102
1722687084539019520,@Fonzista Milei NO,0,2023-11-09 23:59:04+00:00,2023-11-09,fonzista milei no,Milei,0.0,583.0,417.0,4.215
1718090598756811264,Me entró un cagazo bárbaro de que se baje Milei en algún momento dentro de los próximos 4 años y que Victoria Villarruel terminé siendo la presidenta de los argentinos.,0,2023-10-29 00:00:00+00:00,2023-10-29,me entro cagazo barbaro se baje milei algun momento dentro proximos años victoria villarruel termine siendo presidenta argentinos,Milei,141.0,0.0,859.0,-5.574
1725705971500982272,"Misma reacción, por esto Massa perdió el debate. La agresión desmedida a alguien que no ocupó nunca el ejecutivo, lleva a la gente a ponerse del lado correcto. Un día y monedas gente.",0,2023-11-18 02:42:00+00:00,2023-11-18,misma reaccion esto massa perdio debate agresion desmedida alguien no ocupo nunca ejecutivo lleva gente ponerse del lado correcto dia monedas gente,Massa,176.0,0.0,824.0,-5.423
1721355544009613312,"Todas las entrevistas a milei, fueron mucho mas picantes. 
Primera vez que lo aprietan a massa y hoy el panqueque largo toda la locura al aire.",0,2023-11-06 02:35:00+00:00,2023-11-06,todas entrevistas milei fueron mucho picantes primera vez lo aprietan massa hoy panqueque largo toda locura al aire,Both,139.0,0.0,861.0,-4.404
1722764581930426624,"Si el jueves que viene los vuelvo a ver, el 19 votan a Massa.",1,2023-11-09 23:54:21+00:00,2023-11-09,si jueves viene vuelvo ver votan massa,Massa,0.0,0.0,1.0,0.0
1717560492363759872,"Estimado Alejandro, están cayendo en la misma que los fanáticos de Milei cuando te decían viejo meado por no rendirle honores al mesías",-1,2023-10-26 00:00:00+00:00,2023-10-26,estimado alejandro estan cayendo misma fanaticos milei cuando te decian viejo meado no rendirle honores al mesias,Milei,269.0,97.0,634.0,-5.615
1717356268480770304,El plan platita sigue. Mas guita y mas impresión de monedas. Massa sigue ofertando.,0,2023-10-27 00:00:00+00:00,2023-10-27,plan platita sigue guita impresion monedas massa sigue ofertando,Massa,0.0,0.0,1.0,0.0
1718053695047217152,"Una cosa es Milei solo

Otra es  Milei con Macri, Bullrich y los equipos y dirigentes del PRO

Elijo creer

No hay otra

Republica vs Crimen Organizado",0,2023-10-27 00:00:00+00:00,2023-10-27,cosa es milei solo otra es milei macri bullrich equipos dirigentes del pro elijo crer no hay otra republica vs crimen organizado,Milei,186.0,0.0,814.0,-6.908
1717537434911506944,"Si vas a votar a Massa porque ""no es kirchnerismo"" ni me sigas, porque no es kirchnerismo: es peor.",-1,2023-10-27 00:00:00+00:00,2023-10-27,si vas votar massa porque no es kirchnerismo me sigas porque no es kirchnerismo es peor,Massa,129.0,0.0,871.0,-4.767
1717876004239151360,"Falta de combustible en las estaciones de servicio, la guita no te alcanza para llegar al 20, no hay trabajo genuino, la pobreza arrasa, vimos imágenes y testimonio de la gente q se llevaba mercadería de un camión accidentado y la gente cree aun q Massa puede resolverles algo?",0,2023-10-28 00:00:00+00:00,2023-10-28,falta combustible estaciones servicio guita no te alcanza llegar al no hay trabajo genuino pobreza arrasa vimos imagenes testimonio gente q se llevaba mercaderia camion accidentado gente cre aun q massa puede resolverlos algo,Massa,281.0,33.0,685.0,-9.246
1721666921051865088,"Massa es un tremendo mentiroso! No tenemos Ley de Extinción de Dominio en Argentina porque los legisladores kirchneristas, incluyendo Massa, se negaron a incluir la corrupción como uno de los delitos sobre los que la figura se pudiera aplicar! Delincuentes!",-1,2023-11-06 23:12:00+00:00,2023-11-06,massa es tremendo mentiroso no tenemos ley extincion dominio argentina porque legisladores kirchneristas incluyendo massa se negaron incluir corrupcion uno delitos figura se pudiera aplicar delincuentes,Massa,302.0,0.0,698.0,-9.184
1717734458973986816,"Claro que pueden mentir, pero se les nota mucho más que a los perversos/psicopatas como CFK y Massa, esos lo hacen con total naturalidad",-1,2023-10-28 00:00:00+00:00,2023-10-28,claro pueden mentir se nota mucho perversos psicopatas cfk massa lo hacen total naturalidad,Massa,191.0,0.0,809.0,-5.829
1725669839476301824,"Votás a Sergio Massa? #MassaPresidente2023 
Donde vivís? que le dirías de tenerlo ante ti?
#NoAMilei",0,2023-11-18 00:18:00+00:00,2023-11-18,votas sergio massa massapresidente donde vivis le dirias tenerlo no amilei,Both,0.0,0.0,1.0,0.0
1719551805095375104,"""Si gana Massa nos salteamos Venezuela y nos vamos a la concha de la lora""

Diana Mondino",-1,2023-11-01 03:07:00+00:00,2023-11-01,si gana massa nos salteamos venezuela nos vamos concha lora diana mondino,Massa,81.0,248.0,671.0,5.423
1719097901161296128,"¿Por qué Morales no va de Vice de Massa? 
Que a Rossi lo pongan a servir café...",0,2023-10-31 00:00:00+00:00,2023-10-31,moralos no va vice massa rossi lo pongan servir cafe,Massa,0.0,0.0,1.0,0.0
1717727322885816320,"Hoy la gente celebra robarse 2 kg de papá de un camión que vuelca, pero hablemos de Milei...",0,2023-10-27 00:00:00+00:00,2023-10-27,hoy gente celebra robarse kg papa camion vuelca hablemos milei,Milei,226.0,226.0,549.0,0.0
1719089820981510656,El 4S nos ubicó como los reyes de la estupidez. Argentina con Milei está así 👌 de proclamarse el nuevo rey.,-1,2023-10-31 00:00:00+00:00,2023-10-31,s nos ubico reyes estupidez argentina milei asi proclamarse nuevo rey,Milei,175.0,163.0,663.0,-516.0
1722035910051586048,"Si hay algo que Argentina no necesita, es a un desquiciado como Javier Milei, si hay algo que la Democracia no necesita es que un enfermo como Javier Milei llegue al gobierno y la ponga en riesgo...
#MassaPresidente 
#NoAMilei",-1,2023-11-07 23:38:00+00:00,2023-11-07,si hay algo argentina no necesita es desquiciado javier milei si hay algo democracia no necesita es enfermo javier milei llegue al gobierno ponga riesgo massa presidente no amilei,Both,188.0,0.0,812.0,-6.908
1722764197937709568,"A banalização do mal na Argentina: apoiadores de Milei viralizam vídeo fazendo piada com sequestros na ditadura (76-83), que usava o Ford Falcon em operações clandestinas de perseguição e prisão de militantes, estudantes comuns, empresários, advogados, jornalistas e toda pessoa…",-1,2023-11-09 23:52:46+00:00,2023-11-09,banalizao do mal na argentina apoiadores milei viralizam video fazendo piada com sequestros na ditadura usava ford falcon em operaes clandestinas perseguio e priso militantes estudantes comuns empresarios advogados jornalistas e toda pessoa,Milei,198.0,141.0,661.0,-3.612
1724809908007448832,"En Santiago del Estero hicieron una sede de Milei y fueron muchos jóvenes a anotarse para fiscalizar y ahora resulta que era fake la sede, el gobierno de Santiago está creando sedes y emitiendo boletas fakes de Milei, cuidado",-1,2023-11-15 15:21:00+00:00,2023-11-15,santiago del estero hicieron sede milei fueron muchos jovenes anotarse fiscalizar ahora resulta era fake sede gobierno santiago creando sedes emitiendo boletas fakes milei cuidado,Milei,145.0,93.0,762.0,-4.767
1723760651238084608,"LA GENTE MUERTA DE HAMBRE Y EL CARTEL DE MASSA DE FONDO: ESTE VIDEO LE VA A HACER PERDER LA ELECCIÓN 😡😡😡

RT RT RT RT",0,2023-11-12 17:52:00+00:00,2023-11-12,gente muerta hambre cartel massa fondo video le va hacer perder eleccion rt rt rt,Massa,0.35,0.0,0.65,-7.906
1719136252782575872,"Muchos desean que la izquierda sea otra cosa. Tipo la centroizquierda de Lozano, Del Frade etc.  Pero justamente esa izquierda desaparecio por ir detrás de los Massa y distintos gobiernos ajustadores. 
Algunos sueñan con frase absurda de A la izquierda de CFK la pared. Pues no",0,2023-10-31 00:00:00+00:00,2023-10-31,muchos desean izquierda sea otra cosa tipo centroizquierda lozano del frade etc justamente izquierda desaparecio ir detras massa distintos gobiernos ajustadores sueñan frase absurda izquierda cfk pared pues no,Massa,46.0,131.0,823.0,3.612
1723706312662388992,"Fontevechia fue más allá en la opinión de un periodista me parece. No solo fijó su opinión, algo que hacen muchos medios del mundo. Además recomendó a la gente “no votar a Milei”. Que es lo mismo que decir que voten a Massa. Un poco mucho para mi gusto",0,2023-11-12 14:16:00+00:00,2023-11-12,fontevechia fue alla opinion periodista me parece no solo fijo opinion algo hacen muchos medios del mundo ademas recomendo gente no votar milei es lo mismo decir voten massa poco mucho gusto,Both,0.0,119.0,881.0,7.115
1717723169706988032,Si modifico mi posición antes del 19 de noviembre y me decido votar a Milei será para ir en contra de los Lousteau los Morales los Larreta los Yacobitti y todos los HDRP que ya tenían acuerdos con Massa y ahora se hacen los neutrales!!!  Dan asco!!,-1,2023-10-28 00:00:00+00:00,2023-10-28,si modifico posicion antes del noviembre me decido votar milei sera ir lousteau moralos larreta yacobitti todos hdrp tenian acuerdos massa ahora se hacen neutralos dan asco,Both,91.0,56.0,853.0,-3.182
1717317735355498496,"Massa es la unidad nacional. Milei es el rejunte.

¿Qué vas a elegir?",0,2023-10-25 00:00:00+00:00,2023-10-25,massa es unidad nacional milei es rejunte vas elegir,Both,0.0,0.0,1.0,0.0
1725592874061045760,En política son importantes los incentivos… si gana Massa básicamente extorsionando a los pobres con el campaña del miedo… el incentivo será mantenerlos ahí o aumentarlos para continuar extorsionandolos en las próximas elecciones… a lo Infran… Ni hablar si logra ventajas electorales via un sistema arcaico de votación… y complicidad de la justicia electoral… ese incentivo es nefasto para la democracia… (opinión desde la platea),0,2023-11-17 19:12:00+00:00,2023-11-17,politica son importantes incentivos si gana massa basicamente extorsionando pobres campaña del miedo incentivo sera mantenerlos ahi aumentarlos continuar extorsionandolos proximas elecciones lo infran hablar si logra ventajas electoralos via sistema arcaico votacion complicidad justicia electoral incentivo es nefasto democracia opinion platea,Massa,166.0,262.0,571.0,6.908
1722376263807983872,"""Si querés estar con un elefante y tenés su consentimiento, es problema tuyo y del elefante"" 

Javier Milei dijo que no se opone al matrimonio igualitario y declaró: ""Es un contrato, lo único que objeto es cuando se mete el Estado"".",0,2023-11-08 22:11:00+00:00,2023-11-08,si queres estar elefante tenes consentimiento es problema tuyo del elefante javier milei dijo no se opone al matrimonio igualitario declaro es contrato lo unico objeto es cuando se mete estado,Milei,62.0,73.0,866.0,-128.0
1716442551358484480,AJAJAJAJAJAJA ARRANCA EL MASSA MODERADO. EL MASSA NEOMENEMISTA.. NOOO DE NUEVO DECIA.. NOOOOO. JAJAJAJAJAJAJAJA .... PORQUE NO SE VAN A ORTEAR,-1,2023-10-23 00:00:00+00:00,2023-10-23,ajajajajajaja arranca massa moderado massa neomenemista no nuevo decia no jajajajajajajaja porque no se van ortear,Massa,104.0,0.0,896.0,-296.0
1724528197511868928,🚨 10 BILLONES de personas en el Monumento a la Bandera en Rosario en el acto de Javier Milei. Impresionante.,0,2023-11-14 20:42:00+00:00,2023-11-14,billones personas monumento bandera rosario acto javier milei impresionante,Milei,0.0,292.0,708.0,5.106
1725745481861468672,"Luego de varios años de haberme desafiliado del partido radical y a raíz de los sucesos de las últimas horas, he decidido cambiar mi voto en blanco.

Apuesto por la unidad y la esperanza:

Voto a Javier Gerardo Milei

¿Soy bienvenido a LFDC?

#KirchnerismoOLibertad 
#MileiSi",1,2023-11-18 05:19:00+00:00,2023-11-18,luego varios años haberme desafiliado del partido radical raiz sucesos ultimas horas he decidido cambiar voto blanco apuesto unidad esperanza voto javier gerardo milei soy bienvenido lfdc kirchnerismo olibertad milei si,Milei,0.0,384.0,616.0,9.565
1725147343840788480,"¿CUÁL ES LA VERSIÓN AUTÉNTICA DE  JAVIER MILEI? 

EDUCACIÓN 📚
😠 ""El mejor sistema educativo posible es uno donde cada argentino pague por sus servicios""
😇 ""Conmigo sigue la educación pública""

SALUD 🩺
😠 ""El mejor sistema de salud posible es un sistema de salud privado donde cada argentino pague sus servicios""
😇 ""Sigue la salud pública""

INFLACIÓN 📈
😠 ""Se termina la inflación y el tren y el colectivo lo vas poder pagar sin que nadie te ayude""
😇 ""Para parar la inflación tardás entre 18 y 24 meses""",0,2023-11-16 13:42:00+00:00,2023-11-16,cual es version autentica javier milei educacion mejor sistema educativo posible es uno donde cada argentino pague servicios conmigo sigue educacion publica salud mejor sistema salud posible es sistema salud privado donde cada argentino pague servicios sigue salud publica inflacion se termina inflacion tren colectivo lo vas poder pagar nadie te ayude parar inflacion tardas meses,Milei,78.0,0.15,771.0,8.074
1721279223753568768,"Un conocido trabaja en el estado. Sus dos hijos de 20 y 22 años, estudian en la Universidad pública. Se enteró que sus dos hijos votaron a Milei.
Les dijo: si gana Milei, los quiero fuera de casa. Son grandes: se buscan trabajo y alquilan algo. Paguen su comida y alquiler",-1,2023-11-05 21:32:00+00:00,2023-11-05,conocido trabaja estado dos hijos años estudian universidad publica se entero dos hijos votaron milei dijo si gana milei quiero fuera casa son grandes se buscan trabajo alquilan algo paguen comida alquiler,Milei,32.0,113.0,856.0,5.574
1725693228978930176,"Decidanse chicos, el electorado de Massa caga en un balde o va al Teatro Colón.",-1,2023-11-18 01:51:00+00:00,2023-11-18,decidanse chicos electorado massa caga balde va al teatro colon,Massa,193.0,0.0,807.0,-4.767
1720070014919655424,"Stolbizer - ""Sí me convoca Massa, le voy a jurar fidelidad una vez más""",1,2023-11-02 13:27:00+00:00,2023-11-02,stolbizer si me convoca massa le voy jurar fidelidad vez,Massa,98.0,0.0,902.0,-516.0
1723843080309047296,No voy a ver el debate porque sé que no hay absolutamente nada de lo que pueda decir Massa que me haga pensar en votarlo.,0,2023-11-12 23:19:00+00:00,2023-11-12,no voy ver debate porque se no hay absolutamente nada lo pueda decir massa me haga pensar votarlo,Massa,0.0,0.0,1.0,0.0
1718503145297592576,"toda la campaña actual de Massa ahora se basa en convencer a todos que NO es kirchnerista, por más que su base votante es (siendo generoso) 90% votante kirchnerista, forma parte del partido kirchnerista, es ministro del gobierno kirchnerista. nada, como para dejar archivo digo.",0,2023-10-30 00:00:00+00:00,2023-10-30,toda campaña actual massa ahora se basa convencer todos no es kirchnerista base votante es siendo generoso votante kirchnerista forma parte del partido kirchnerista es ministro del gobierno kirchnerista nada dejar archivo digo,Massa,0.0,0.22,0.78,8.337
1725886970105073664,"Javier Milei es el nuevo presidente de Argentina.

(Vengo del futuro)",1,2023-11-18 14:41:00+00:00,2023-11-18,javier milei es nuevo presidente argentina vengo del futuro,Milei,0.0,0.0,1.0,0.0
1717689363729956864,Una bronca lo dispuestos que estábamos muchos (personalmente lo dije siempre) a militar a Patricia Bullrich si hacía falta frente a la amenaza fascista para que esta runfla vaya corriendo a tirársele a los brazos por miedo a que Sergio Massa sea exitoso. Indignos e inmorales.,-1,2023-10-26 00:00:00+00:00,2023-10-26,bronca lo dispuestos estabamos muchos personalmente lo dije siempre militar patricia bullrich si falta frente amenaza fascista runfla vaya corriendo tirarsele brazos miedo sergio massa sea exitoso indignos e inmoralos,Massa,0.41,71.0,519.0,-9.538
1717745894743781632,"Massa tiene todos los datos de las personas literalmente hizo votar a gente muerta,hizo votar a los que no votan hace tiempo ,OSEA POR ESO GANÓ! hdp estafador fraudulento!!! 😡😤💢",-1,2023-10-28 00:00:00+00:00,2023-10-28,massa tiene todos datos personas literalmente hizo votar gente muerta hizo votar no votan hace tiempo osea eso gano hdp estafador fraudulento,Massa,202.0,99.0,699.0,-5.859
1721736016891924992,"Le dicen panqueque a Massa. Nunca cambió de partido. Formó el Frente Renovador, le ganó una elección al kirchnerismo y, como la política es dinámica, hoy unió a todo el peronismo como CFK lo hizo en 2019. La que recorrió todo el carretel de partidos es Bullrich, aliada a Milei",0,2023-11-07 03:47:00+00:00,2023-11-07,le dicen panqueque massa nunca cambio partido formo frente renovador le gano eleccion al kirchnerismo politica es dinamica hoy unio todo peronismo cfk lo hizo recorrio todo carretel partidos es bullrich aliada milei,Both,44.0,231.0,725.0,8.605
1725519216206614784,Milei usó una foto de la multitudinaria Marcha del Orgullo tras el acto de cierre de campaña en Córdoba dlvr.it/SyyWvm,0,2023-11-17 14:20:00+00:00,2023-11-17,milei uso foto multitudinaria marcha del orgullo acto cierre campaña cordoba dlvr it syywvm,Milei,0.0,167.0,833.0,0.34
1722910328814498048,"Villarruel perjudicó fuerte a Milei en el debate contra Rossi. Muchos se fijaron en los golpes y en las formas, pero la candidata mandó dos mensajes espectaculares: 1) Que no tienen para dolarizar y que los dólares se los van a robar a la gente; 2) Que son fascistas del Proceso.",-1,2023-11-10 09:33:00+00:00,2023-11-10,villarruel perjudico fuerte milei debate rossi muchos se fijaron golpes formas candidata mando dos mensajes espectaculares no tienen dolarizar dolares se van robar gente son fascistas del proceso,Milei,124.0,82.0,794.0,-1.779
1724847548609839616,"[AHORA] ""Me parece un chiste divertido"": la respuesta de Milei a Eurnekian por el empleado que ""salió fallado"".",0,2023-11-15 17:51:00+00:00,2023-11-15,ahora me parece chiste divertido respuesta milei eurnekian empleado salio fallado,Milei,0.19,293.0,517.0,2.023
1718663565035331840,"Porqué será que la mayoría que milita el No a Milei tienen, tuvieron o aspiran a tener un carguito, según de lo que se lee en sus bio, y  casi todos son desconocidos aún con cargo vigente?
Qué curiosidad más curiosa",0,2023-10-30 00:00:00+00:00,2023-10-30,porque sera mayoria milita no milei tienen tuvieron aspiran tener carguito segun lo se le bio casi todos son desconocidos aun cargo vigente curiosidad curiosa,Milei,0.0,59.0,941.0,3.182
